ID,CREDIT,GENDER,EDUCATION,MARRIAGE,AGE,PAY_FEB,PAY_JAN,PAY_DEC,BILL_AMT_FEB,BILL_AMT_JAN,BILL_AMT_DEC,PAY_AMT_FEB,PAY_AMT_JAN,PAY_AMT_DEC,DEFAULT_MAR
5907,50000,Female,Post Graduate,Married,46,-1,-1,-1,49859,49160,49222,2438,2200,1187,0
5908,80000,Male,Post Graduate,Others,39,2,-1,-1,76123,54669,28674,2000,1500,1200,0
5909,140000,Female,Graduate,Married,40,-1,-1,-1,67371,69027,56175,3100,3888,2800,0
5910,140000,Female,Graduate,Single,30,-1,-1,-1,105732,99769,102682,5000,5500,5000,0
5911,50000,Female,Post Graduate,Single,24,-1,-1,-1,1580,306,995,306,995,1055,0
5912,30000,Female,Post Graduate,Single,24,-1,-1,2,25111,27558,26552,3551,0,1902,0
5913,230000,Male,Post Graduate,Single,32,-1,-1,-1,171111,164406,76691,7468,3000,2723,1
5914,150000,Female,Post Graduate,Single,26,-1,-1,-1,94347,96358,99230,5000,4500,4500,0
5915,200000,Female,Post Graduate,Married,53,-1,-1,-1,5059,0,16556,0,16556,0,0
5916,110000,Female,Graduate,Married,41,2,2,6,150,150,150,0,0,0,0
5917,150000,Female,Post Graduate,Married,44,-1,-1,-1,17723,19440,14945,2019,2020,2000,0
5918,200000,Female,High School,Married,46,-1,-1,-1,1207,5590,2500,5590,2500,0,1
5919,180000,Female,High School,Single,33,1,-1,2,0,199,199,199,0,580,0
5920,90000,Female,Graduate,Single,29,-1,-1,-1,6146,6193,0,6198,200,3199,0
5921,200000,Female,Graduate,Single,30,-1,-1,-1,105,271,588,271,588,111,1
5922,230000,Female,Post Graduate,Married,45,-1,-1,-1,107,107,1741,107,1741,214,0
5923,80000,Male,Graduate,Single,29,-1,-1,-1,17562,17709,15631,3015,2008,1009,0
5924,230000,Female,Graduate,Single,33,-1,-1,-1,6283,0,0,0,0,0,0
5925,340000,Female,Post Graduate,Single,31,4,3,2,581775,572677,384060,0,0,1000,1
5926,290000,Female,Post Graduate,Married,53,-1,-1,-1,1538,199,1440,199,1440,1017,0
5927,60000,Female,High School,Married,41,-1,-1,-1,55773,55953,55562,2627,2700,2500,0
5928,320000,Female,Graduate,Single,29,-1,-1,-1,12130,0,0,0,0,364,1
5929,200000,Female,Post Graduate,Single,25,-1,-1,-1,22701,7940,9855,0,10145,24091,0
5930,50000,Female,High School,Married,54,-1,-1,-1,16648,16200,15622,1588,1483,611,0
5931,50000,Male,High School,Single,24,4,3,2,27226,26508,26976,0,1200,968,1
5932,230000,Female,Post Graduate,Married,43,-1,-1,-1,84821,87055,87601,4293,4162,5000,0
5933,130000,Female,Graduate,Single,29,-1,-1,3,106271,119728,121140,15107,5000,0,0
5934,80000,Female,High School,Married,39,-1,-1,-1,715,2012,3550,2012,3550,7529,0
5935,120000,Female,Graduate,Single,31,-1,-1,-1,82683,83075,75735,4445,4020,3000,0
5936,200000,Female,Post Graduate,Married,34,-1,-1,-1,4798,4490,5366,1125,1000,2141,0
5937,300000,Male,High School,Single,34,-1,-1,-1,4741,3767,10436,3767,10436,9856,0
5938,200000,Female,Post Graduate,Married,36,-1,-1,-1,1070,4078,1099,4107,1099,1099,0
5939,80000,Female,Post Graduate,Married,46,-1,-1,-1,34494,35930,37326,2000,2000,1500,0
5940,80000,Female,High School,Single,32,1,-1,-1,-137,41873,11047,42010,11047,9300,0
5941,60000,Female,Graduate,Single,25,-1,-1,-1,51907,52997,53559,1935,2000,2000,0
5942,30000,Female,Post Graduate,Married,30,-1,-1,-1,25156,25949,28478,1500,3000,0,0
5943,300000,Female,Post Graduate,Married,42,-1,-1,-1,38913,319,8157,319,8157,21228,0
5944,100000,Female,Graduate,Married,38,-1,-1,-1,66762,68566,65132,5000,2436,3000,0
5945,290000,Female,Graduate,Single,31,-1,-1,-1,44193,15950,15315,1380,1212,284,0
5946,270000,Male,Others,Single,39,1,-1,-1,0,10193,69553,10193,70213,19008,0
5947,70000,Female,Post Graduate,Single,24,-1,-1,-1,7033,1602,28199,1954,28000,1250,1
5948,90000,Female,Post Graduate,Married,24,-1,-1,-1,91272,91337,88129,5000,3069,2028,0
5949,170000,Female,Graduate,Single,26,-1,-1,-1,108426,109889,84897,3600,3111,3000,0
5950,80000,Female,Post Graduate,Married,36,-1,-1,-1,69760,60445,50857,2500,2061,1413,1
5951,100000,Female,Post Graduate,Married,41,-1,-1,-1,95326,97972,99147,4825,4600,3000,0
5952,240000,Male,Graduate,Married,47,-1,-1,-1,5731,0,0,0,0,0,0
5953,290000,Female,Graduate,Married,41,-1,-1,-1,11200,0,970,0,970,0,0
5954,120000,Female,Graduate,Single,27,1,-1,-1,0,0,0,0,0,0,1
5955,200000,Male,Post Graduate,Single,26,-1,-1,-1,103194,107027,107765,5500,4000,4000,0
5956,20000,Male,Post Graduate,Single,22,-1,-1,-1,13447,10232,7842,2200,2000,2200,0
5957,500000,Male,Graduate,Married,38,-1,-1,-1,75433,26358,7860,27486,7860,3047,0
5958,100000,Female,Post Graduate,Single,25,-1,-1,-1,98349,97473,91096,3600,3000,2700,0
5959,350000,Male,Graduate,Married,55,-1,-1,-1,5961,6318,1485,6326,1485,788,0
5960,50000,Female,Post Graduate,Single,24,1,2,-1,34069,23196,22883,0,1636,700,0
5961,340000,Female,Post Graduate,Married,52,-1,-1,-1,331508,319742,255166,12100,10000,7000,0
5962,180000,Female,Post Graduate,Married,29,-1,-1,-1,26000,26310,26662,1800,1500,1056,0
5963,300000,Female,Graduate,Married,54,-1,-1,-1,1080,-18,4190,0,4208,2539,0
5964,220000,Female,Graduate,Married,32,1,2,-1,17325,16758,18474,0,2000,2500,0
5965,80000,Male,Graduate,Single,26,-1,-1,-1,56417,50855,47656,2600,4000,3000,0
5966,50000,Female,Post Graduate,Married,32,-1,-1,-1,44751,43952,29136,1500,1239,612,0
5967,100000,Male,Post Graduate,Single,26,-1,-1,-1,60077,62438,49234,4000,3000,2000,0
5968,200000,Male,Graduate,Single,27,-1,-1,-1,58725,76287,22869,30229,22946,30684,0
5969,480000,Female,Graduate,Married,45,-1,-1,-1,17976,10928,650,1008,650,1597,0
5970,170000,Female,Post Graduate,Married,34,-1,-1,-1,35348,34622,31450,1402,1789,652,0
5971,20000,Female,Graduate,Single,25,-1,-1,-1,15790,16906,17936,1372,1500,1000,1
5972,80000,Male,Post Graduate,Married,28,-1,-1,-1,32114,28984,16391,1324,4122,139,1
5973,80000,Male,Graduate,Single,26,-1,-1,-1,79650,80821,65609,3515,2627,1697,1
5974,300000,Male,Post Graduate,Married,31,1,2,-1,250121,221336,159556,10236,7063,1005,0
5975,150000,Male,Graduate,Single,29,-1,-1,-1,1934,12166,15378,12170,8200,0,0
5976,50000,Female,Post Graduate,Single,24,-1,-1,-1,14814,9631,36631,10755,36671,583,0
5977,50000,Female,Post Graduate,Married,26,-1,-1,-1,1902,782,0,782,0,4699,0
5978,100000,Female,High School,Single,28,2,-1,-1,99627,101079,69971,3796,3041,2500,0
5979,90000,Female,Post Graduate,Married,45,-1,-1,-1,37453,9009,179,24509,179,0,0
5980,70000,Female,Graduate,Single,24,1,2,2,15932,16879,16315,1500,0,1355,1
5981,90000,Female,Others,Single,23,-1,-1,-1,83176,74918,75422,3504,2942,979,0
5982,400000,Male,Graduate,Married,42,-1,-1,-1,34084,36916,21089,4085,1539,3013,0
5983,10000,Male,Post Graduate,Single,36,-1,-1,2,7393,9400,7226,2329,0,1007,1
5984,80000,Male,Graduate,Single,27,-1,-1,-1,72565,63342,51529,10000,4000,2000,0
5985,70000,Male,Graduate,Single,33,-1,-1,-1,63845,65443,65169,3224,1680,3000,0
5986,100000,Male,High School,Married,44,2,2,2,30076,31287,31676,2000,1200,1400,0
5987,210000,Female,Post Graduate,Married,33,-1,-1,-1,1971,748,0,822,0,0,1
5988,360000,Female,High School,Single,39,1,-1,-1,0,0,0,0,0,0,1
5989,280000,Male,Graduate,Married,28,1,2,-1,285249,276229,277026,5,10031,10021,0
5990,180000,Male,Graduate,Single,32,-1,-1,-1,85040,77213,68131,2937,2226,2271,0
5991,220000,Male,Graduate,Married,45,1,2,-1,157122,153320,156996,0,7600,5700,0
5992,200000,Male,Graduate,Single,47,-1,-1,-1,696,696,696,696,696,696,0
5993,130000,Female,Post Graduate,Single,25,1,2,-1,52180,49874,52000,0,5000,4000,0
5994,200000,Male,Post Graduate,Married,47,-1,-1,-1,389,389,389,390,390,390,0
5995,170000,Female,Graduate,Married,44,-1,-1,-1,29940,15903,5641,15927,5641,2194,0
5996,140000,Male,Graduate,Single,30,-1,-1,-1,22778,6405,1683,6500,2515,0,0
5997,50000,Female,High School,Married,54,-1,-1,-1,50318,50579,48491,2008,3537,5700,0
5998,200000,Female,High School,Single,26,-1,-1,-1,22629,24943,27210,3000,3000,10000,0
5999,200000,Male,High School,Single,33,-1,-1,-1,181542,173731,152447,7100,5354,4363,0
6000,360000,Female,High School,Married,36,2,-1,-1,150527,153900,0,7000,0,0,0
6001,50000,Male,Post Graduate,Married,33,-1,-1,-1,13538,9199,6879,2000,1284,264,0
6002,500000,Female,Graduate,Single,37,-1,-1,-1,6364,1625,517,1625,517,0,0
6003,90000,Female,Post Graduate,Single,30,-1,-1,-1,75382,73980,75036,3350,3300,5500,1
6004,500000,Male,Graduate,Single,36,-1,-1,-1,2450,1038,34741,1100,35157,3000,0
6005,80000,Female,High School,Married,33,-1,-1,-1,78428,76513,74383,3373,7248,2980,0
6006,230000,Male,High School,Married,53,-1,-1,-1,2150,9413,6020,9413,6161,18468,0
6007,120000,Female,Graduate,Single,30,-1,-1,-1,416,416,416,416,416,0,1
6008,190000,Female,High School,Married,56,-1,-1,-1,67211,63278,57104,2818,2700,2191,0
6009,500000,Male,Post Graduate,Married,50,-1,-1,-1,265803,246770,223989,16770,13989,33232,0
6010,80000,Female,Post Graduate,Married,42,1,-1,-1,0,0,0,0,0,0,0
6011,450000,Female,Graduate,Single,35,1,-1,-1,0,0,3581,0,3581,73,0
6012,280000,Female,Graduate,Married,30,1,-1,-1,0,0,0,0,0,0,0
6013,360000,Female,High School,Married,47,-1,-1,-1,1458,-4,3994,0,3998,0,1
6014,30000,Female,Post Graduate,Single,21,-1,-1,-1,28871,28430,29051,1802,1802,1358,0
6015,50000,Female,Post Graduate,Married,25,-1,-1,2,35676,34407,30785,3400,0,1300,1
6016,60000,Female,Post Graduate,Married,49,1,-1,-1,0,0,0,0,0,0,1
6017,30000,Female,Post Graduate,Married,28,-1,-1,-1,8618,9975,4885,1700,1020,1000,0
6018,20000,Male,Post Graduate,Married,49,-1,-1,-1,16348,10535,10720,2010,1508,1000,1
6019,20000,Male,High School,Others,57,1,2,-1,20442,20141,19888,1200,1300,1000,0
6020,200000,Male,Graduate,Married,43,2,-1,-1,43272,21546,4397,2000,2000,0,1
6021,100000,Female,Graduate,Single,25,-1,-1,-1,0,0,0,0,0,0,0
6022,300000,Female,High School,Married,39,-1,-1,-1,1117,0,0,0,0,0,0
6023,210000,Female,Graduate,Single,39,1,-1,-1,0,0,0,0,0,0,0
6024,70000,Female,High School,Married,71,-1,-1,-1,64670,66197,70867,3166,6550,0,0
6025,210000,Female,Post Graduate,Single,29,1,1,-1,1767,-3355,-3987,0,0,2000,0
6026,440000,Male,Graduate,Married,31,1,2,2,274263,267233,360999,0,100006,0,1
6027,410000,Male,Graduate,Single,33,-1,-1,-1,4111,874,25014,897,26880,15083,0
6028,110000,Male,Graduate,Married,36,-1,-1,-1,104498,107819,109836,5000,4823,2000,0
6029,200000,Female,Graduate,Single,36,-1,-1,-1,120869,0,0,0,0,0,0
6030,180000,Female,High School,Married,42,-1,-1,-1,2069,2675,448,2675,448,0,1
6031,150000,Female,Graduate,Married,46,-1,-1,-1,21787,22817,24134,1382,1699,1200,0
6032,330000,Female,Graduate,Single,33,1,-1,-1,-200,-200,-200,0,0,350,0
6033,500000,Female,Post Graduate,Married,41,-1,-1,2,8938,73679,65181,65215,326,5494,0
6034,350000,Female,Post Graduate,Married,35,-1,-1,-1,83379,26305,26858,26436,26921,40098,0
6035,200000,Female,Post Graduate,Married,36,-1,-1,-1,473,4511,5122,4528,5122,0,1
6036,280000,Male,Graduate,Married,45,-1,-1,-1,2270,1703,-15,1703,0,30958,1
6037,80000,Female,High School,Married,39,-1,-1,-1,5280,5000,5000,5000,5000,0,0
6038,280000,Female,Graduate,Single,29,-1,-1,-1,4356,12345,2663,12384,2664,867,0
6039,130000,Female,Post Graduate,Single,23,2,2,2,115978,121386,108759,12073,3400,0,0
6040,160000,Female,Post Graduate,Married,49,-1,-1,-1,76445,78013,19007,4000,3000,1000,0
6041,20000,Female,Post Graduate,Single,23,2,2,6,2400,2400,2400,0,0,0,1
6042,300000,Female,Post Graduate,Single,32,-1,-1,-1,26575,27062,20111,1321,9160,1000,0
6043,100000,Female,Graduate,Single,32,-1,-1,-1,93724,96017,98111,3800,4000,2500,0
6044,130000,Male,Post Graduate,Married,38,-1,-1,-1,780,0,11440,0,11440,3752,0
6045,500000,Male,Graduate,Married,55,2,2,2,4957,4957,4957,0,0,0,1
6046,200000,Female,Post Graduate,Married,27,1,3,2,183994,182427,182657,5200,7000,0,1
6047,360000,Female,Graduate,Single,30,-1,-1,-1,70701,74550,78212,10000,10005,10000,0
6048,20000,Female,Post Graduate,Married,26,1,-1,-1,0,0,0,0,0,0,1
6049,400000,Male,Post Graduate,Single,29,1,2,-1,21092,19756,19058,0,1510,1010,0
6050,200000,Female,High School,Married,52,1,2,2,203385,192055,164665,5891,0,6100,0
6051,30000,Female,Others,Married,60,-1,-1,-1,19282,20364,21638,1700,2617,5710,0
6052,30000,Male,Post Graduate,Married,58,-1,-1,-1,2450,4765,3767,4777,3770,4151,1
6053,50000,Male,Post Graduate,Married,55,1,2,-1,44306,43321,43454,0,1200,1000,0
6054,230000,Female,Graduate,Married,51,-1,-1,-1,986,2295,2754,2295,2764,74,1
6055,210000,Female,Graduate,Married,36,1,-1,-1,0,799,0,799,0,0,1
6056,50000,Female,Graduate,Single,49,2,2,4,150,150,150,0,0,0,1
6057,170000,Female,Others,Married,33,-1,-1,-1,143737,129898,124370,6247,6375,4468,0
6058,230000,Male,Graduate,Married,44,-1,-1,-1,815,815,815,815,815,1630,0
6059,230000,Female,Graduate,Single,48,-1,-1,-1,161083,164757,168214,7800,7684,5600,0
6060,350000,Female,Graduate,Married,36,-1,-1,-1,352032,353903,351888,13068,14412,12947,0
6061,170000,Female,Graduate,Single,36,-1,-1,2,248,832,416,1416,0,2304,0
6062,150000,Female,Post Graduate,Married,36,2,2,2,137723,141048,142475,7000,5200,5300,0
6063,90000,Female,Post Graduate,Married,27,-1,-1,-1,1767,17684,18382,17684,3000,5000,0
6064,320000,Female,Graduate,Single,33,-1,-1,-1,-347,-347,-347,0,0,0,0
6065,120000,Female,Post Graduate,Single,45,-1,-1,-1,92000,94000,96000,2000,2000,2000,0
6066,20000,Female,High School,Married,56,2,-1,-1,12864,14150,15334,1500,1500,1000,0
6067,280000,Female,Graduate,Married,41,2,-1,-1,280,6852,486,6859,486,0,0
6068,90000,Female,Post Graduate,Single,28,-1,-1,-1,81553,39759,29601,2000,1396,1050,0
6069,450000,Male,Graduate,Married,30,-1,-1,-1,25244,0,0,0,0,0,0
6070,270000,Male,Post Graduate,Single,27,-1,-1,-1,144376,91373,15016,6000,2000,1000,0
6071,80000,Female,Post Graduate,Married,41,-1,-1,-1,74228,76138,45441,3500,2000,1400,0
6072,230000,Female,Post Graduate,Married,41,-1,-1,-1,166988,170603,172056,8000,7500,6500,0
6073,50000,Female,Post Graduate,Married,30,-1,-1,2,416,832,416,832,0,3285,1
6074,250000,Male,Graduate,Married,48,-1,-1,-1,205323,5317,4898,10021,5033,19619,1
6075,220000,Female,Graduate,Single,42,-1,-1,-1,26340,31523,35718,31533,20600,24288,0
6076,30000,Female,Graduate,Married,38,-1,-1,-1,26460,27042,27617,2000,1400,1300,0
6077,120000,Male,Post Graduate,Single,68,2,2,-1,125406,123819,122209,4400,4436,4370,1
6078,100000,Female,Post Graduate,Single,26,-1,-1,-1,22320,15193,13516,1227,1150,1600,0
6079,150000,Female,Graduate,Single,25,3,3,2,147260,148157,146844,8100,5202,5300,1
6080,670000,Male,Graduate,Single,28,-1,-1,-1,88612,91137,99314,5000,10000,4500,0
6081,200000,Male,Graduate,Married,36,-1,-1,-1,8065,49307,5679,49362,5679,8855,0
6082,70000,Female,High School,Married,47,-1,-1,-1,71392,70757,71451,3200,3400,2900,0
6083,50000,Female,Post Graduate,Married,41,1,2,2,15910,15370,16490,0,1700,1002,0
6084,80000,Female,Post Graduate,Single,64,2,2,-1,74037,71892,70762,390,4000,2671,1
6085,10000,Male,Graduate,Single,23,2,2,3,1050,1050,1050,0,0,0,1
6086,140000,Female,Graduate,Married,37,-1,-1,2,124375,133384,135691,11000,6000,5700,1
6087,30000,Female,Post Graduate,Single,21,-1,-1,-1,17444,11276,13324,2276,2328,1435,0
6088,200000,Male,Post Graduate,Single,36,-1,-1,-1,99483,97546,98897,4841,4300,3300,1
6089,90000,Female,Post Graduate,Single,24,-1,-1,2,26928,29773,30091,3600,1100,1630,1
6090,130000,Female,Post Graduate,Married,52,1,2,2,112434,98455,103351,0,12700,0,0
6091,160000,Female,Post Graduate,Single,26,-1,-1,-1,8036,7663,768,7663,768,10488,0
6092,150000,Female,High School,Married,58,-1,-1,-1,42218,44828,-7772,4828,0,0,0
6093,150000,Female,Graduate,Single,34,-1,-1,-1,1198,10848,8830,12003,5000,16864,0
6094,20000,Male,Graduate,Single,24,-1,-1,-1,3302,0,679,0,679,0,0
6095,80000,Female,Graduate,Single,26,-1,-1,-1,666,666,1332,666,1332,0,1
6096,460000,Male,Post Graduate,Married,31,-1,-1,-1,120430,123150,0,6000,0,6261,0
6097,60000,Female,High School,Married,40,1,-1,-1,749,44893,34812,60295,3000,3020,1
6098,50000,Male,Post Graduate,Married,38,-1,-1,-1,49695,49848,49557,2200,2100,2000,1
6099,200000,Female,High School,Married,35,-1,-1,-1,188096,171535,167877,8000,6700,5000,1
6100,60000,Female,Post Graduate,Married,30,-1,-1,-1,59533,61276,61117,3300,1900,1100,0
6101,200000,Male,Graduate,Married,31,-1,-1,-1,58008,72062,72912,20000,20000,10000,0
6102,230000,Male,Graduate,Married,33,-1,-1,-1,218094,225070,227528,12000,9100,4600,0
6103,50000,Male,Post Graduate,Married,38,-1,-1,-1,25809,14888,20803,2000,20000,700,0
6104,60000,Female,High School,Single,51,-1,-1,-1,56793,57455,59295,2342,3057,700,0
6105,180000,Male,Post Graduate,Married,47,-1,-1,-1,1473,1473,390,1473,390,390,1
6106,50000,Female,Post Graduate,Married,47,-1,-1,-1,50732,50713,45549,2000,2106,1600,0
6107,150000,Male,High School,Married,62,1,-1,-1,0,0,0,0,0,0,0
6108,140000,Female,Post Graduate,Married,36,-1,-1,-1,326,501,1251,501,1251,0,1
6109,120000,Male,Graduate,Married,35,1,2,2,114127,117131,114496,7000,1500,9975,1
6110,200000,Female,Graduate,Married,39,-1,-1,-1,193162,191772,174199,7294,5443,6000,0
6111,500000,Male,Graduate,Single,31,1,-1,-1,0,0,399,0,399,35129,0
6112,120000,Female,Post Graduate,Married,36,2,2,-1,117922,114621,115581,0,4400,9000,1
6113,500000,Male,Graduate,Single,28,-1,-1,-1,17155,0,0,0,0,1116,0
6114,50000,Female,High School,Single,23,-1,-1,-1,47333,11354,12367,1193,1206,451,0
6115,30000,Female,High School,Single,51,-1,-1,-1,17261,20543,18180,5000,8180,2200,0
6116,240000,Male,Graduate,Married,35,-1,-1,-1,2007,21790,17102,21817,1120,13434,0
6117,170000,Female,Post Graduate,Married,37,1,-1,-1,0,0,0,0,0,0,0
6118,80000,Male,Graduate,Single,26,1,1,-1,74384,0,0,5000,0,0,0
6119,360000,Male,Graduate,Single,29,-1,-1,-1,2273,1170,0,1175,0,0,0
6120,50000,Female,Post Graduate,Single,24,2,-1,-1,20632,21994,23914,1700,2600,0,1
6121,70000,Female,Post Graduate,Married,27,2,-1,-1,76062,73367,70935,3000,3500,5450,1
6122,250000,Female,Post Graduate,Married,29,2,2,2,128413,124320,108995,5300,0,3100,1
6123,150000,Female,Graduate,Married,39,1,2,2,80762,77506,75239,0,3700,0,1
6124,100000,Female,Post Graduate,Married,41,-1,-1,-1,390,390,0,780,0,944,0
6125,360000,Male,Graduate,Single,32,-1,-1,-1,0,0,0,0,0,0,0
6126,30000,Female,High School,Married,47,-1,-1,-1,6911,10507,4785,10523,4790,4736,0
6127,490000,Male,Graduate,Married,29,-1,-1,-1,115,109,1375,109,1381,230,1
6128,180000,Female,Post Graduate,Married,60,2,2,2,178854,177159,177477,2600,5022,5000,1
6129,420000,Female,Graduate,Married,36,-1,-1,-1,0,1493,0,0,0,11511,0
6130,20000,Male,Graduate,Single,33,2,-1,-1,16339,20650,0,5000,0,0,1
6131,480000,Male,Graduate,Married,47,-1,-1,-1,69046,70490,71931,2548,2602,2618,0
6132,350000,Male,Graduate,Single,27,1,-1,-1,21872,68309,162651,137308,164395,49,0
6133,360000,Male,Post Graduate,Married,57,1,-1,-1,0,0,0,0,0,0,1
6134,240000,Female,Graduate,Single,27,-1,-1,-1,3293,9051,2804,9079,2804,3958,0
6135,280000,Female,Graduate,Single,30,-1,-1,-1,29989,168,1206,168,1206,300,1
6136,150000,Female,Post Graduate,Married,39,-1,-1,-1,32891,30930,28901,5000,1650,2000,0
6137,320000,Male,Post Graduate,Single,30,-1,-1,-1,29668,30282,30737,1353,1224,739,0
6138,20000,Female,Post Graduate,Single,22,-1,-1,2,631,1170,780,1800,0,0,1
6139,50000,Female,High School,Married,36,-1,-1,-1,45260,46605,47317,2075,1787,1729,1
6140,280000,Male,Graduate,Single,33,-1,-1,-1,275487,207378,107293,8879,4743,1640,0
6141,450000,Female,Post Graduate,Married,53,-1,-1,-1,2542,2545,1158,2557,1273,1109,0
6142,260000,Female,Graduate,Single,53,-1,-1,-1,235073,235704,198181,30000,10087,6030,0
6143,500000,Male,Graduate,Married,56,-1,-1,-1,87161,89009,92651,3248,5140,3510,0
6144,470000,Male,Graduate,Single,35,-1,-1,-1,393780,371511,318025,15107,13111,10000,0
6145,150000,Female,Post Graduate,Single,23,-1,-1,-1,15952,29836,1860,20039,1860,0,0
6146,100000,Female,High School,Married,46,-1,-1,2,91983,100538,101670,11000,3700,0,0
6147,100000,Male,Graduate,Single,38,1,2,2,24796,27085,26352,3000,0,8000,0
6148,220000,Male,Post Graduate,Single,39,-1,-1,-1,3553,15696,17257,15696,5000,5000,0
6149,300000,Female,Graduate,Single,37,1,2,-1,34085,29305,25945,0,1380,753,0
6150,230000,Female,Graduate,Single,31,-1,-1,-1,0,0,196,0,196,533,0
6151,300000,Female,High School,Single,39,1,-1,-1,-3928,-5973,4735,1720,344467,6822,1
6152,50000,Male,High School,Single,48,-1,-1,-1,79681,79989,76394,3200,2581,1200,0
6153,170000,Male,High School,Married,47,-1,-1,-1,1521,0,0,0,0,0,0
6154,460000,Male,Graduate,Married,41,-1,-1,-1,5383,40004,0,40134,0,650,1
6155,30000,Female,Graduate,Single,34,1,2,2,24022,24744,24053,1396,0,1967,1
6156,30000,Female,Graduate,Single,24,-1,-1,-1,165,165,165,165,165,323,1
6157,20000,Male,Post Graduate,Married,42,-1,-1,-1,21431,19745,19943,1386,1189,570,1
6158,220000,Male,High School,Married,44,-1,-1,-1,380,380,380,380,380,380,0
6159,70000,Female,Graduate,Married,62,-1,-1,-1,69926,69474,60975,4000,3000,1341,0
6160,330000,Female,Post Graduate,Single,40,2,2,-1,131096,127564,130167,0,4725,4752,0
6161,370000,Male,Graduate,Married,40,1,-1,-1,0,0,0,0,0,0,1
6162,230000,Male,Graduate,Single,28,-1,-1,-1,23855,18298,1741,18309,1741,33188,0
6163,50000,Male,High School,Married,49,-1,-1,-1,40281,9630,10614,1173,1157,411,0
6164,360000,Male,Post Graduate,Single,31,-1,-1,-1,281600,281178,265549,14128,11208,6554,1
6165,390000,Female,Post Graduate,Single,37,-1,-1,-1,324452,309369,269703,13106,10111,10005,0
6166,360000,Female,Post Graduate,Others,42,-1,-1,-1,429169,278515,259097,16629,9519,9367,0
6167,30000,Female,Post Graduate,Married,27,-1,-1,2,10011,12830,13225,3000,901,0,1
6168,500000,Male,Graduate,Married,33,1,-1,-1,2907,-110,-110,9,0,0,0
6169,120000,Female,High School,Single,32,-1,-1,-1,67876,69903,71446,3120,3300,10000,0
6170,360000,Male,Graduate,Single,29,-1,-1,-1,0,0,0,0,0,0,1
6171,20000,Female,Post Graduate,Married,27,-1,-1,-1,19961,16437,16579,1500,2579,1437,0
6172,50000,Female,Post Graduate,Married,48,-1,-1,-1,5994,1478,2946,1478,4419,0,0
6173,230000,Female,Graduate,Single,27,1,-1,-1,0,1988,19690,1988,19878,25681,0
6174,160000,Female,Graduate,Married,48,1,-1,-1,0,0,0,0,0,0,0
6175,110000,Female,Graduate,Married,32,2,2,-1,114430,108202,108657,0,6000,8200,1
6176,50000,Male,Post Graduate,Single,25,2,2,2,32233,31440,33489,0,3041,0,0
6177,30000,Male,High School,Single,28,2,2,2,22323,25961,25141,4000,9,1000,1
6178,50000,Male,Post Graduate,Single,35,-1,-1,-1,57570,54383,49966,2460,1140,226,1
6179,240000,Female,High School,Married,37,-1,-1,-1,-3,-3,1130,0,1133,3525,0
6180,90000,Male,High School,Single,29,-1,-1,-1,83683,65192,46273,4000,3000,1700,0
6181,150000,Female,Graduate,Married,29,-1,-1,-1,598,3188,33850,3188,33850,4625,1
6182,100000,Female,Post Graduate,Married,35,3,3,2,61089,59556,60486,0,2525,0,1
6183,70000,Female,Graduate,Single,24,2,2,2,26410,31128,24486,5190,42,3000,1
6184,430000,Female,Post Graduate,Single,27,-1,-1,-1,263,263,4119,1764,4120,535,1
6185,150000,Male,Graduate,Single,31,-1,-1,-1,64378,14054,140230,14127,140951,10000,0
6186,50000,Male,Graduate,Single,48,-1,-1,-1,53540,53321,49263,1066,50045,992,0
6187,200000,Male,Graduate,Single,33,-1,-1,-1,-18,-18,-18,0,0,0,1
6188,150000,Female,Post Graduate,Married,28,-1,-1,-1,19946,18646,13086,2000,1500,1500,0
6189,50000,Male,Post Graduate,Single,25,-1,-1,-1,5832,33559,32774,30074,1800,1000,0
6190,300000,Male,Graduate,Single,31,-1,-1,-1,16772,943,38450,934,38500,29700,0
6191,50000,Female,Post Graduate,Married,44,-1,-1,-1,45578,41906,35703,3016,5003,3000,0
6192,30000,Male,Graduate,Single,30,1,-1,-1,0,0,0,0,0,0,1
6193,380000,Male,Graduate,Married,53,1,-1,-1,0,767,4090,767,4090,9476,0
6194,70000,Female,Graduate,Married,45,1,2,2,69794,70756,65348,3000,0,3000,0
6195,360000,Male,Post Graduate,Single,28,-1,-1,-1,19390,22726,12148,7113,12163,3787,0
6196,50000,Male,Post Graduate,Single,41,-1,-1,-1,41993,43163,36546,1942,1725,1000,0
6197,20000,Female,Graduate,Single,30,1,2,2,11730,7221,0,1712,0,3041,0
6198,80000,Female,Post Graduate,Single,27,-1,-1,-1,80088,81371,79183,4791,2418,2118,0
6199,30000,Male,Post Graduate,Married,49,-1,-1,2,12855,16012,16453,3690,1000,0,0
6200,50000,Female,High School,Single,55,-1,-1,-1,51682,37869,27114,3960,7232,11000,0
6201,30000,Female,High School,Married,37,-1,-1,-1,26411,27578,29312,1898,2632,1000,0
6202,260000,Male,Graduate,Married,38,-1,-1,-1,10448,1199,6675,1211,6818,1180,1
6203,210000,Female,Post Graduate,Married,39,-1,-1,-1,44100,0,28428,0,28428,0,0
6204,200000,Female,Graduate,Single,29,-1,-1,-1,7523,8445,9090,3000,1000,0,0
